subject_id,trial,block,deck_shown,choice,gain,loss,net_outcome,ev_A,ev_B,ev_C,ev_D,is_training
1,1,1,4,1,50,0,50,0,0,0,0.150310329100989,TRUE
1,2,1,3,0,0,0,0,0,0,0,0.150310329100989,TRUE
1,3,1,2,1,100,0,100,0,0.300620658201977,0,0.150310329100989,TRUE
1,4,1,3,1,50,0,50,0,0.300620658201977,0.150310329100989,0.150310329100989,TRUE
1,5,1,3,0,0,0,0,0,0.300620658201977,0.150310329100989,0.150310329100989,TRUE
1,6,1,2,1,100,0,100,0,0.577546943855157,0.150310329100989,0.150310329100989,TRUE
1,7,1,2,0,0,0,0,0,0.577546943855157,0.150310329100989,0.150310329100989,TRUE
1,8,1,4,1,50,0,50,0,0.577546943855157,0.150310329100989,0.288773471927579,TRUE
1,9,1,2,0,0,0,0,0,0.577546943855157,0.150310329100989,0.288773471927579,TRUE
1,10,1,1,1,100,0,100,0.300620658201977,0.577546943855157,0.150310329100989,0.288773471927579,TRUE
1,11,1,4,1,50,0,50,0.300620658201977,0.577546943855157,0.150310329100989,0.416323202116351,TRUE
1,12,1,1,0,0,0,0,0.300620658201977,0.577546943855157,0.150310329100989,0.416323202116351,TRUE
1,13,1,4,1,50,0,50,0.300620658201977,0.577546943855157,0.150310329100989,0.533819694967186,TRUE
1,14,1,3,1,0,0,0,0.300620658201977,0.577546943855157,0.13846314282659,0.533819694967186,TRUE
1,15,1,2,0,0,0,0,0.300620658201977,0.577546943855157,0.13846314282659,0.533819694967186,TRUE
1,16,1,4,1,50,0,50,0.300620658201977,0.577546943855157,0.13846314282659,0.642055328330067,TRUE
1,17,1,3,1,50,0,50,0.300620658201977,0.577546943855157,0.277860059289761,0.642055328330067,TRUE
1,18,1,1,1,100,0,100,0.577546943855157,0.577546943855157,0.277860059289761,0.642055328330067,TRUE
1,19,1,1,1,100,0,100,0.832646404232701,0.577546943855157,0.277860059289761,0.642055328330067,TRUE
1,20,1,1,0,0,0,0,0.832646404232701,0.577546943855157,0.277860059289761,0.642055328330067,TRUE
1,21,2,1,1,0,-250,-250,0.69522665354588,0.577546943855157,0.277860059289761,0.642055328330067,FALSE
1,22,2,1,0,0,0,0,0.69522665354588,0.577546943855157,0.277860059289761,0.642055328330067,FALSE
1,23,2,3,0,0,0,0,0.69522665354588,0.577546943855157,0.277860059289761,0.642055328330067,FALSE
1,24,2,3,0,0,0,0,0.69522665354588,0.577546943855157,0.277860059289761,0.642055328330067,FALSE
1,25,2,1,0,0,0,0,0.69522665354588,0.577546943855157,0.277860059289761,0.642055328330067,FALSE
1,26,2,1,0,0,0,0,0.69522665354588,0.577546943855157,0.277860059289761,0.642055328330067,FALSE
1,27,2,4,0,0,0,0,0.69522665354588,0.577546943855157,0.277860059289761,0.642055328330067,FALSE
1,28,2,2,1,100,0,100,0.69522665354588,0.832646404232701,0.277860059289761,0.642055328330067,FALSE
1,29,2,1,1,0,-250,-250,0.568638077229479,0.832646404232701,0.277860059289761,0.642055328330067,FALSE
1,30,2,2,1,100,0,100,0.568638077229479,1.06763938993437,0.277860059289761,0.642055328330067,FALSE
