subject_id,trial,block,deck_shown,choice,gain,loss,net_outcome,ev_A,ev_B,ev_C,ev_D,is_training
1,1,1,4,1,50,0,50,0,0,0,0.147943616235776,TRUE
1,2,1,3,0,0,0,0,0,0,0,0.147943616235776,TRUE
1,3,1,2,1,100,0,100,0,0.295887232471552,0,0.147943616235776,TRUE
1,4,1,3,1,50,0,50,0,0.295887232471552,0.147943616235776,0.147943616235776,TRUE
1,5,1,3,0,0,0,0,0,0.295887232471552,0.147943616235776,0.147943616235776,TRUE
1,6,1,2,1,100,0,100,0,0.568604484001003,0.147943616235776,0.147943616235776,TRUE
1,7,1,2,0,0,0,0,0,0.568604484001003,0.147943616235776,0.147943616235776,TRUE
1,8,1,4,1,50,0,50,0,0.568604484001003,0.147943616235776,0.284302242000501,TRUE
1,9,1,2,0,0,0,0,0,0.568604484001003,0.147943616235776,0.284302242000501,TRUE
1,10,1,1,1,100,0,100,0.295887232471552,0.568604484001003,0.147943616235776,0.284302242000501,TRUE
1,11,1,4,1,50,0,50,0.295887232471552,0.568604484001003,0.147943616235776,0.409983060771431,TRUE
1,12,1,1,0,0,0,0,0.295887232471552,0.568604484001003,0.147943616235776,0.409983060771431,TRUE
1,13,1,4,1,50,0,50,0.295887232471552,0.568604484001003,0.147943616235776,0.525822217394974,TRUE
1,14,1,3,1,0,0,0,0.295887232471552,0.568604484001003,0.136358625764725,0.525822217394974,TRUE
1,15,1,2,0,0,0,0,0.295887232471552,0.568604484001003,0.136358625764725,0.525822217394974,TRUE
1,16,1,4,1,50,0,50,0.295887232471552,0.568604484001003,0.136358625764725,0.63259038089422,TRUE
1,17,1,3,1,50,0,50,0.295887232471552,0.568604484001003,0.273624435006705,0.63259038089422,TRUE
1,18,1,1,1,100,0,100,0.568604484001003,0.568604484001003,0.273624435006705,0.63259038089422,TRUE
1,19,1,1,1,100,0,100,0.819966121542861,0.568604484001003,0.273624435006705,0.63259038089422,TRUE
1,20,1,1,0,0,0,0,0.819966121542861,0.568604484001003,0.273624435006705,0.63259038089422,TRUE
1,21,2,1,1,0,-250,-250,0.690227969812772,0.568604484001003,0.273624435006705,0.63259038089422,FALSE
1,22,2,1,0,0,0,0,0.690227969812772,0.568604484001003,0.273624435006705,0.63259038089422,FALSE
1,23,2,3,0,0,0,0,0.690227969812772,0.568604484001003,0.273624435006705,0.63259038089422,FALSE
1,24,2,3,0,0,0,0,0.690227969812772,0.568604484001003,0.273624435006705,0.63259038089422,FALSE
1,25,2,1,0,0,0,0,0.690227969812772,0.568604484001003,0.273624435006705,0.63259038089422,FALSE
1,26,2,1,0,0,0,0,0.690227969812772,0.568604484001003,0.273624435006705,0.63259038089422,FALSE
1,27,2,4,0,0,0,0,0.690227969812772,0.568604484001003,0.273624435006705,0.63259038089422,FALSE
1,28,2,2,1,100,0,100,0.690227969812772,0.819966121542861,0.273624435006705,0.63259038089422,FALSE
1,29,2,1,1,0,-250,-250,0.570649196971526,0.819966121542861,0.273624435006705,0.63259038089422,FALSE
1,30,2,2,1,100,0,100,0.570649196971526,1.05164443478995,0.273624435006705,0.63259038089422,FALSE
1,31,2,2,0,0,0,0,0.570649196971526,1.05164443478995,0.273624435006705,0.63259038089422,FALSE
1,32,2,4,1,50,0,50,0.570649196971526,1.05164443478995,0.273624435006705,0.730997871670833,FALSE
1,33,2,2,0,0,0,0,0.570649196971526,1.05164443478995,0.273624435006705,0.730997871670833,FALSE
1,34,2,2,0,0,0,0,0.570649196971526,1.05164443478995,0.273624435006705,0.730997871670833,FALSE
1,35,2,3,1,0,-25,-25,0.570649196971526,1.05164443478995,0.245644859137706,0.730997871670833,FALSE
1,36,2,2,0,0,0,0,0.570649196971526,1.05164443478995,0.245644859137706,0.730997871670833,FALSE
1,37,2,1,0,0,0,0,0.570649196971526,1.05164443478995,0.245644859137706,0.730997871670833,FALSE
1,38,2,4,0,0,0,0,0.570649196971526,1.05164443478995,0.245644859137706,0.730997871670833,FALSE
1,39,2,3,1,50,0,50,0.570649196971526,1.05164443478995,0.374352813674923,0.730997871670833,FALSE
1,40,2,4,1,50,0,50,0.570649196971526,1.05164443478995,0.374352813674923,0.821699387212189,FALSE
1,41,3,4,1,50,0,50,0.570649196971526,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,42,3,2,0,0,0,0,0.570649196971526,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,43,3,1,1,0,-250,-250,0.460434254616199,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,44,3,1,1,0,-250,-250,0.3588498911898,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,45,3,1,1,100,0,100,0.626636738692081,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,46,3,1,1,0,-250,-250,0.512037591368447,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,47,3,1,0,0,0,0,0.512037591368447,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,48,3,2,0,0,0,0,0.512037591368447,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,49,3,1,1,0,-250,-250,0.406412336014704,1.05164443478995,0.374352813674923,0.905298357743548,FALSE
1,50,3,4,1,0,-200,-200,0.406412336014704,1.05164443478995,0.374352813674923,0.781983958562771,FALSE
1,51,3,2,1,100,0,100,0.406412336014704,1.26518076178844,0.374352813674923,0.781983958562771,FALSE
1,52,3,3,1,50,0,50,0.406412336014704,1.26518076178844,0.492982060763988,0.781983958562771,FALSE
1,53,3,4,0,0,0,0,0.406412336014704,1.26518076178844,0.492982060763988,0.781983958562771,FALSE
1,54,3,3,0,0,0,0,0.406412336014704,1.26518076178844,0.492982060763988,0.781983958562771,FALSE
1,55,3,4,1,50,0,50,0.406412336014704,1.26518076178844,0.492982060763988,0.868692917035238,FALSE
1,56,3,2,1,100,0,100,0.406412336014704,1.46199574334167,0.492982060763988,0.868692917035238,FALSE
1,57,3,1,1,0,-250,-250,0.30905825590941,1.46199574334167,0.492982060763988,0.868692917035238,FALSE
1,58,3,2,0,0,0,0,0.30905825590941,1.46199574334167,0.492982060763988,0.868692917035238,FALSE
1,59,3,4,0,0,0,0,0.30905825590941,1.46199574334167,0.492982060763988,0.868692917035238,FALSE
1,60,3,4,1,50,0,50,0.30905825590941,1.46199574334167,0.492982060763988,0.948611974846785,FALSE
1,61,4,1,0,0,0,0,0.30905825590941,1.46199574334167,0.492982060763988,0.948611974846785,FALSE
1,62,4,1,1,0,-250,-250,0.219327661825577,1.46199574334167,0.492982060763988,0.948611974846785,FALSE
1,63,4,2,1,100,0,100,0.219327661825577,1.64339877442438,0.492982060763988,0.948611974846785,FALSE
1,64,4,1,0,0,0,0,0.219327661825577,1.64339877442438,0.492982060763988,0.948611974846785,FALSE
1,65,4,4,0,0,0,0,0.219327661825577,1.64339877442438,0.492982060763988,0.948611974846785,FALSE
1,66,4,3,1,0,-25,-25,0.219327661825577,1.64339877442438,0.447825292199493,0.948611974846785,FALSE
1,67,4,4,1,50,0,50,0.219327661825577,1.64339877442438,0.447825292199493,1.02227282735851,FALSE
1,68,4,2,0,0,0,0,0.219327661825577,1.64339877442438,0.447825292199493,1.02227282735851,FALSE
1,69,4,1,1,100,0,100,0.498040047981099,1.64339877442438,0.447825292199493,1.02227282735851,FALSE
1,70,4,4,1,50,0,50,0.498040047981099,1.64339877442438,0.447825292199493,1.0901655345717,FALSE
1,71,4,4,0,0,0,0,0.498040047981099,1.64339877442438,0.447825292199493,1.0901655345717,FALSE
1,72,4,2,0,0,0,0,0.498040047981099,1.64339877442438,0.447825292199493,1.0901655345717,FALSE
1,73,4,3,1,50,0,50,0.498040047981099,1.64339877442438,0.560701144953279,1.0901655345717,FALSE
1,74,4,3,0,0,0,0,0.498040047981099,1.64339877442438,0.560701144953279,1.0901655345717,FALSE
1,75,4,3,0,0,0,0,0.498040047981099,1.64339877442438,0.560701144953279,1.0901655345717,FALSE
1,76,4,2,0,0,0,0,0.498040047981099,1.64339877442438,0.560701144953279,1.0901655345717,FALSE
1,77,4,2,0,0,0,0,0.498040047981099,1.64339877442438,0.560701144953279,1.0901655345717,FALSE
1,78,4,1,1,100,0,100,0.754927360369129,1.64339877442438,0.560701144953279,1.0901655345717,FALSE
1,79,4,2,1,100,0,100,0.754927360369129,1.8105967154871,0.560701144953279,1.0901655345717,FALSE
1,80,4,4,0,0,0,0,0.754927360369129,1.8105967154871,0.560701144953279,1.0901655345717,FALSE
1,81,5,3,1,0,0,0,0.754927360369129,1.8105967154871,0.516794435176503,1.0901655345717,FALSE
1,82,5,2,1,100,0,100,0.754927360369129,1.96470192160609,0.516794435176503,1.0901655345717,FALSE
1,83,5,3,1,50,0,50,0.754927360369129,1.96470192160609,0.624269535369855,1.0901655345717,FALSE
1,84,5,3,1,50,0,50,0.754927360369129,1.96470192160609,0.723328604893584,1.0901655345717,FALSE
1,85,5,2,0,0,0,0,0.754927360369129,1.96470192160609,0.723328604893584,1.0901655345717,FALSE
1,86,5,2,0,0,0,0,0.754927360369129,1.96470192160609,0.723328604893584,1.0901655345717,FALSE
1,87,5,3,1,50,0,50,0.754927360369129,1.96470192160609,0.814630676138492,1.0901655345717,FALSE
1,88,5,1,1,100,0,100,0.991698650573367,1.96470192160609,0.814630676138492,1.0901655345717,FALSE
1,89,5,4,1,50,0,50,0.991698650573367,1.96470192160609,0.814630676138492,1.15274178145946,FALSE
1,90,5,1,0,0,0,0,0.991698650573367,1.96470192160609,0.814630676138492,1.15274178145946,FALSE
1,91,5,4,1,50,0,50,0.991698650573367,1.96470192160609,0.814630676138492,1.21041788299215,FALSE
1,92,5,2,1,100,0,100,0.991698650573367,2.10673964289639,0.814630676138492,1.21041788299215,FALSE
1,93,5,4,0,0,0,0,0.991698650573367,2.10673964289639,0.814630676138492,1.21041788299215,FALSE
1,94,5,4,1,50,0,50,0.991698650573367,2.10673964289639,0.814630676138492,1.263577553849,FALSE
1,95,5,3,1,50,0,50,0.991698650573367,2.10673964289639,0.898783174780864,1.263577553849,FALSE
1,96,5,1,0,0,0,0,0.991698650573367,2.10673964289639,0.898783174780864,1.263577553849,FALSE
1,97,5,1,0,0,0,0,0.991698650573367,2.10673964289639,0.898783174780864,1.263577553849,FALSE
1,98,5,1,1,0,-250,-250,0.848512674847837,2.10673964289639,0.898783174780864,1.263577553849,FALSE
1,99,5,1,0,0,0,0,0.848512674847837,2.10673964289639,0.898783174780864,1.263577553849,FALSE
1,100,5,1,1,0,-250,-250,0.716539134011858,2.10673964289639,0.898783174780864,1.263577553849,FALSE
1,101,6,2,1,100,0,100,0.716539134011858,2.23765484542214,0.898783174780864,1.263577553849,FALSE
1,102,6,3,1,0,0,0,0.716539134011858,2.23765484542214,0.828402344703122,1.263577553849,FALSE
1,103,6,2,1,0,-1150,-1150,0.716539134011858,1.76099679598592,0.828402344703122,1.263577553849,FALSE
1,104,6,3,1,50,0,50,0.716539134011858,1.76099679598592,0.9114764281144,1.263577553849,FALSE
1,105,6,4,0,0,0,0,0.716539134011858,1.76099679598592,0.9114764281144,1.263577553849,FALSE
1,106,6,2,1,100,0,100,0.716539134011858,1.9189860128477,0.9114764281144,1.263577553849,FALSE
