subject_id,con,update,wgt_pun,wgt_rew
1,-0.385925574531353,0.0394090890002604,0.00728685488629697,0.0762820622927849
2,-0.388796194303403,0.0397706363431372,0.0073076661938773,0.0760711804324575
3,-0.388350207271843,0.0429720339135513,0.00698883765552801,0.0755593085389616
4,-0.386183027278602,0.0388785160589643,0.0071996827627294,0.0759411763998388
5,-0.392056746775013,0.0405181650106904,0.00724839356631135,0.0741484988107969
6,-0.378862298574346,0.0380558728858517,0.00698952047003626,0.0753160051983486
7,-0.392035097771308,0.0414770774958156,0.00721511687572191,0.0763378422133646
8,-0.386868996409843,0.0404457619072109,0.00721979526024823,0.0753026389893407
9,-0.386524066175677,0.0372714949914379,0.00721924164510293,0.07378563988918
10,-0.389262460008405,0.0407256445627325,0.00703088939110063,0.0753503368349683
11,-0.390845814440381,0.0424061047637698,0.00728498113061177,0.0762432852521861
12,-0.390756032794225,0.0393161268378225,0.00742590339000228,0.0741036125777544
13,-0.385424580311563,0.0425136645306503,0.00695084523771127,0.0747876491670152
14,-0.385564223148159,0.0398868810523594,0.0071769023606301,0.0740820817590843
15,-0.388762163399084,0.038670971513717,0.00740245767017489,0.0750120704042735
16,-0.388062840981711,0.0380856666235165,0.00707510746009174,0.0764593075319932
17,-0.385343290092858,0.0405433857155257,0.00794061716470229,0.0759547587842654
18,-0.383064592711491,0.0399191588909165,0.0069427216239548,0.0757491793139516
19,-0.389518162274929,0.0422885679332354,0.00726392098683674,0.0753067414265567
20,-0.384161313208798,0.0389536959918003,0.00684517594694863,0.0750785796659653
21,-0.390120273560259,0.0418872697958845,0.00725624589828874,0.0772944548275752
22,-0.389387678111181,0.0389516330119135,0.0069642226587266,0.0746035586829
23,-0.387343223508178,0.0425203380701037,0.00735660180223395,0.0758838975493921
24,-0.391456987920729,0.0384368627356334,0.0072641414491527,0.0744218196798472
25,-0.391242354345474,0.0394656582819945,0.00732927723635223,0.0748948277241011
26,-0.386169445839497,0.0366125981753904,0.00730492076618335,0.0742122585254344
27,-0.392964684608255,0.0408143435101395,0.00703991672972853,0.0741694204429457
28,-0.392367882526661,0.0410662269417246,0.00729118502871547,0.0751470150883467
29,-0.39448910382003,0.040852211499556,0.00709717257712438,0.0756600816685983
30,-0.390488393946462,0.0389860582800661,0.0071851196589075,0.0738484422962826
31,-0.388594353121787,0.0393743127371301,0.00774965638458499,0.0738835956519304
32,-0.390596489238562,0.0404806502459156,0.00692191758469294,0.0748003514191952
33,-0.386546551961884,0.0413211685239486,0.00724004543335194,0.0752428165959273
34,-0.392478556833472,0.0381050918983477,0.00696960451202586,0.0757701889908372
35,-0.387036273974325,0.0398595620067318,0.00713527386624721,0.0753503252575557
36,-0.390664425012284,0.0389990677729344,0.00738544479070523,0.076989203203438
37,-0.392367285508933,0.0388928439334422,0.00766097060785366,0.0755996219400404
38,-0.387369844336883,0.040420795929322,0.00716947760728038,0.0738820050968061
39,-0.391484487012993,0.0404643890407024,0.00683465749787949,0.0749299796315353
40,-0.38721597960949,0.0403768565782875,0.00709548685914016,0.0751021955452168
41,-0.389340225682535,0.0400926915741375,0.00756832793954812,0.0764479101112742
42,-0.393755739192465,0.0383507883944137,0.00698837875722557,0.0749227342724661
43,-0.387789559204646,0.0402905935406931,0.00729747066237569,0.0758206271363011
44,-0.384141575082156,0.0422612193324208,0.00757714309856934,0.0762898678209793
45,-0.389346611303153,0.0412681643220769,0.00671499913300297,0.0745221859836908
46,-0.390667972278042,0.0416873206239437,0.00718783590996898,0.0768645710129265
47,-0.388593369048601,0.038372767710252,0.00697530852722927,0.0758812477868157
48,-0.383477539212812,0.0371652126111112,0.00738594130709597,0.0767597519000059
49,-0.391615114355735,0.0377049400307633,0.00726377254638317,0.0754202778240776
50,-0.388477211198558,0.0389623288966534,0.00703663531402007,0.0755532983577667
51,-0.389056517528239,0.0410151288589937,0.00716679559672712,0.0748827155321785
52,-0.38366234054768,0.0383567354609217,0.00718491252042666,0.0767406555996234
53,-0.38671663775327,0.0371443138173064,0.00708713462011738,0.0754451317355541
54,-0.387582423415,0.039971634074566,0.00736906014794867,0.0752270727308432
55,-0.387041659713015,0.0375454370255589,0.00701649958490116,0.075526500501665
56,-0.385968206610729,0.03915401215552,0.00683219765740882,0.0767574503781273
57,-0.389302332892717,0.0394659916354519,0.00772471203906652,0.0759506772758515
58,-0.394571490611626,0.0408718694951387,0.00706809553962496,0.0755438177489201
59,-0.388623479447627,0.0394691918628419,0.00724842830317786,0.0777769980024993
60,-0.380083197319277,0.0398627006185857,0.00744143757315537,0.075486936554896
61,-0.3869098052311,0.0397335075130363,0.00675012595554745,0.0762828436977923
62,-0.390521710684914,0.0373790690465375,0.00758142090274894,0.073633799889324
63,-0.384807206207335,0.0401422107217309,0.0065354858953124,0.0770233939629914
64,-0.387444964267779,0.0393399589772381,0.00736106329154239,0.0745444225293401
65,-0.386634591618418,0.0384771010942269,0.00741189824347439,0.0769911154724047
66,-0.384624302944766,0.0390439877598853,0.00686938051937867,0.0745912599549541
