subject_id,con,update,wgt_pun,wgt_rew
1,-0.348336130786309,0.0391533976450449,0.00669461517487656,0.0755712786803314
2,-0.346542564812349,0.0407057549650499,0.00748386263213018,0.0749179955617669
3,-0.352850198699931,0.0442440113143702,0.00661463624591739,0.0749835656809534
4,-0.34643103699971,0.0406307384108632,0.00686686337006772,0.0727204756876129
5,-0.34674169909774,0.0387688014885876,0.00730417380644385,0.0746979604692608
6,-0.352799904158903,0.0401096285970157,0.0069295832550092,0.0755275203660604
7,-0.347940944499233,0.0414525706789683,0.00727426634583164,0.0740502318521609
8,-0.351255172744319,0.0402884112074137,0.00719189686632622,0.0754640814617906
9,-0.351018207010586,0.0418974064001716,0.00726418140066331,0.0754495432364603
10,-0.353604288217926,0.0386504414062897,0.00696253624942077,0.0730955473181338
11,-0.345156579661583,0.0412579150252108,0.0071225319638444,0.0744947610195011
12,-0.355418383961649,0.0385655665133696,0.00695288247025846,0.0746460121815522
13,-0.345910538476453,0.0391787737965587,0.00658691326658169,0.0739901663917495
14,-0.346272622282007,0.0399857086517558,0.00690410299499829,0.0736162124967755
15,-0.346763782702081,0.0394048927788714,0.00700628444513373,0.0728164394319295
16,-0.349094006139673,0.0410873599303373,0.00690593106185739,0.0728083416497564
17,-0.344574609008773,0.0414593498553714,0.00665544830095534,0.0745088656077035
18,-0.354418593163072,0.0420034691978454,0.00672354793734512,0.0742364714775384
19,-0.347732916030093,0.0422327991368556,0.00679765266154244,0.0738776126655593
20,-0.349517971162691,0.0413687966624363,0.0072700806541102,0.0743688754344627
21,-0.350159588983633,0.0410135197773215,0.00682884384369901,0.0737545975943909
22,-0.344186263636087,0.0386036680169848,0.00642843884585654,0.0749181422234949
23,-0.344993372523052,0.040121385433624,0.00642597088929661,0.0739928579724896
24,-0.345905508738902,0.0419755632526493,0.00722090050745045,0.0735368014174733
25,-0.349267951237478,0.0411026974477514,0.00675995833499292,0.0747931011755534
26,-0.349507323452875,0.039729312817943,0.00747321350105294,0.0757519986967344
27,-0.347159053076982,0.0399753155925192,0.00704852641002487,0.0740506509656928
28,-0.352441647155223,0.0400860294798864,0.00739544934546909,0.0726828524510775
29,-0.350663036111998,0.0380109742307054,0.00704016264404469,0.0743378557407952
30,-0.349528552848061,0.0400363925334322,0.0073504984443086,0.0736678441683197
31,-0.352063529125597,0.0416073491968057,0.00686099383981224,0.0735671091692767
32,-0.348541421398148,0.0384718687198449,0.00648149943779286,0.075995384618881
33,-0.347716368403624,0.0405916950856275,0.00683954549789712,0.0760163458330923
34,-0.34887231135867,0.0407917827388721,0.00697689495248507,0.0735641853888466
35,-0.345280826285592,0.0409895159597405,0.00676608355323193,0.0735155627087577
36,-0.34523917505722,0.0407640001667881,0.00682334083978525,0.0726771340824924
37,-0.350517524215369,0.0404322156312592,0.00710129916140598,0.0756776484865803
38,-0.350780680454294,0.0403048607211428,0.00749703366886836,0.074447200900462
39,-0.341982208187622,0.040202521414342,0.00706400314996879,0.0730715239164688
40,-0.355072111382667,0.0371865405573809,0.00668936787794022,0.0733799153506401
41,-0.360517623010032,0.0402623167697355,0.00694719965349458,0.0727441773348696
42,-0.347923575604471,0.0406784941795009,0.00686896356291645,0.0740868856829829
43,-0.350779158751676,0.0417690075809067,0.00739085102077395,0.074369248905012
44,-0.351559846792178,0.0416821762574298,0.00668863889361519,0.0741342261566278
45,-0.346400313108005,0.0442970044916412,0.0070296212871405,0.0743659866960183
46,-0.341144855889901,0.0413353296270887,0.00715490637518506,0.0718852208780018
47,-0.349838667923436,0.0391641929172088,0.00699505874682261,0.0739124770369464
